관리번호,분류,대표명,주소,경도,위도,사업장명,지번주소,도로명주소,
253,대형슈퍼,홈플러스 익스프레스,서울특별시 구 로구 오류동,126.839706,37.4914841,홈플러스 익스프레스 서울오류점,서울특별시 구로구 오류동 160- 외 2필지,"서울특별시 구로구 서해안로 2293 (오류동,외 2필지)","X :126.839706, Y :37.4914841"
254,대형할인마트,이마트,서울특별시 구 로구 구로동,126.897905,37.4843324,이마트구로점,서울특별시 구로구 구로동 188-26호,서울특별시 구로구 디지털로32길 43,"X :126.897905, Y :37.4843324"
255,지역시장,대명합동시장,서울특별시 금천구 시흥동,126.901778,37.4543413,대명합동시장,서울특별시 금천구 시흥동 884-5호,서울특별시 금천구 시흥대로52길 70 (시흥동),"X :126.901778, Y :37.4543413"
256,대형할인마트,홈플러스,서울특별시 금천구 독산동,126.896876,37.4686721,홈플러스(주) 금천점,서울특별시 금천구 독산동 291-7호,서울특별시 금천구 시흥대로 391 (독산동),"X :126.896876, Y :37.4686721"
257,지역시장,푸른터시장,서울특별시 금천구 독산동,126.901396,37.4780464,푸른터시장,서울특별시 금천구 독산동 957번지,서울특별시 금천구 남부순환로120길 23 (독산동),"X :126.901396, Y :37.4780464"
258,대형할인마트,홈플러스,서울특별시 금천구 시흥동,126.900775,37.4518807,홈플러스 시흥점,서울특별시 금천구 시흥동 992-47호,서울특별시 금천구 시흥대로 201 (시흥동),"X :126.900775, Y :37.4518807"
259,대형슈퍼,홈플러스 익스프레스,서울특별시 금천구 가산동,126.893486,37.4755257,홈플러스(주)익스프레스 가산점,서울특별시 금천구 가산동 772,서울특별시 금천구 가산로 106 (가산동),"X :126.893486, Y :37.4755257"
260,지역시장,시흥중앙시장,서울특별시 금천구 시흥동,126.908359,37.4516166,시흥중앙시장,서울특별시 금천구 시흥동 831-6호,서울특별시 금천구 금하로 705 (시흥동),"X :126.908359, Y :37.4516166"
261,대형할인마트,홈플러스,서울특별시 금천구 독산동,126.896876,37.4686721,삼성테스코(주)홈플러스 금천점,서울특별시 금천구 독산동 291-7호,서울특별시 금천구 시흥대로 391 (독산동),"X :126.896876, Y :37.4686721"
262,대형할인마트,홈플러스,서울특별시 영등포구 문래동3가,126.895902,37.5182083,홈플러스(주) 영등포점,서울특별시 영등포구 문래동3가 55-3호,서울특별시 영등포구  당산로  42 (문래동3가),"X :126.895902, Y :37.5182083"
263,대형할인마트,코스트코,서울특별시 영등포구 양평동3가,126.892256,37.5278546,코스트코 홀세일,서울특별시 영등포구 양평동3가 65호,서울특별시 영등포구 선유로 156 (양평동3가),"X :126.892256, Y :37.5278546"
264,대형할인마트,코스트코,서울특별시 영등포구 양평동3가,126.892256,37.5278546,코스트코홀세일,서울특별시 영등포구 양평동3가 65호,서울특별시 영등포구 선유로 156 (양평동3가),"X :126.892256, Y :37.5278546"
265,지역시장,도림시장,서울특별시 영등포구 도림동,126.898277,37.5098221,도림시장,서울특별시 영등포구 도림동 176호,서울특별시 영등포구 도영로 50 도림시장,"X :126.898277, Y :37.5098221"
266,지역시장,양남시장,서울특별시 영등포구 양평동5가,126.892202,37.5422525,양남시장,서울특별시 영등포구 양평동5가 131-2,서울특별시 영등포구 양평로28길 34,"X :126.892202, Y :37.5422525"
267,지역시장,신동시장,서울특별시 영등포구 신길동,126.909524,37.5060111,신동시장,서울특별시 영등포구 신길동 259호,서울특별시 영등포구 가마산로69가길 12,"X :126.909524, Y :37.5060111"
268,지역시장,대신시장,서울특별시 영등포구 신길동,126.917424,37.5110626,대신시장,서울특별시 영등포구 신길동 116-15호,서울특별시 영등포구 도신로60길 7 (신길동),"X :126.917424, Y :37.5110626"
269,지역시장,대림시장,서울특별시 영등포구 대림동,126.899682,37.491551,대림시장,서울특별시 영등포구 대림동 963호,서울특별시 영등포구 디지털로37나길 21,"X :126.899682, Y :37.4915510"
270,지역시장,두암종합시장,서울특별시 영등포구 대림동,126.89806,37.4952797,두암종합시장,서울특별시 영등포구 대림동 717호,서울특별시 영등포구 대림로29길 13 (대림동),"X :126.898060, Y :37.4952797"
271,지역시장,동남시장,서울특별시 영등포구 영등포동5가,126.905649,37.5205862,동남시장,서울특별시 영등포구 영등포동5가 24호,서울특별시 영등포구 영등포로37길 4 (영등포동5가),"X :126.905649, Y :37.5205862"
272,지역시장,영일시장,서울특별시 영등포구 문래동3가,126.900622,37.5153562,영일시장,서울특별시 영등포구 문래동3가 16호,서울특별시 영등포구 문래로30길 27,"X :126.900622, Y :37.5153562"
273,대형할인마트,이마트,서울특별시 영등포구 여의도동,126.925911,37.5181862,신세계 이마트 여의도점,서울특별시 영등포구 여의도동 47-여의도자이(아) 지하 1층,"서울특별시 영등포구 여의동로3길 10 (여의도동,여의도자이(아) 지하 1층)","X :126.925911, Y :37.5181862"
274,종합쇼핑몰,타임스퀘어,서울특별시 영등포구 영등포동4가,126.903324,37.5170614,타임스퀘어,서울특별시 영등포구 영등포동4가 441-10호 타임스퀘어,서울특별시 영등포구 영중로 15 (영등포동4가),"X :126.903324, Y :37.5170614"
275,대형슈퍼,홈플러스 익스프레스,서울특별시 영등포구 신길동,126.913414,37.4971753,홈플러스(주) 익스프레스 신길점,서울특별시 영등포구 신길동 4491,서울특별시 영등포구 여의대방로 65 (신길동),"X :126.913414, Y :37.4971753"
276,종합쇼핑몰,IFC몰,서울특별시 영등포구 여의도동,126.925282,37.5249613,아이에프씨몰(IFC Mall),서울특별시 영등포구 여의도동 23번지,서울특별시 영등포구 국제금융로 10 (여의도동),"X :126.925282, Y :37.5249613"
277,대형슈퍼,홈플러스 익스프레스,서울특별시 영등포구 도림동,126.900758,37.5067338,홈플러스(주) 익스프레스 도림점,서울특별시 영등포구 도림동 251-5호,서울특별시 영등포구 도신로 75 (도림동),"X :126.900758, Y :37.5067338"
278,대형슈퍼,홈플러스 익스프레스,서울특별시 영등포구 신길동,126.909524,37.5060111,홈플러스(주) 익스프레스 신길3점,서울특별시 영등포구 신길동 259-4호,서울특별시 영등포구 가마산로69가길 12 (신길동),"X :126.909524, Y :37.5060111"
279,대형슈퍼,홈플러스 익스프레스,서울특별시 영등포구 신길동,126.918348,37.5141086,홈플러스(주) 익스프레스 신길2점,서울특별시 영등포구 신길동 101-7호,서울특별시 영등포구 영등포로 364 (신길동),"X :126.918348, Y :37.5141086"
280,종합쇼핑몰,더현대,서울특별시 영등포구 여의도동,126.928279,37.5260354,THE HYUNDAI SEOUL,서울특별시 영등포구 여의도동 22번지,서울특별시 영등포구 여의대로 108 (여의도동),"X :126.928279, Y :37.5260354"
281,대형슈퍼,롯데슈퍼,서울특별시 영등포구 대림동,126.895662,37.5033956,롯데슈퍼 대림점,서울특별시 영등포구 대림동 784번지,서울특별시 영등포구 대림로 251 (대림동),"X :126.895662, Y :37.5033956"
282,대형슈퍼,홈플러스 익스프레스,서울특별시 동작구 상도동,126.933519,37.4990806,홈플러스(주) 익스프레스 상도점,서울특별시 동작구 상도동 255-4호,서울특별시 동작구 성대로 43 (상도동),"X :126.933519, Y :37.4990806"
283,대형슈퍼,홈플러스 익스프레스,서울특별시 동작구 사당동,126.972347,37.4846174,홈플러스(주) 익스프레스 남성점,서울특별시 동작구 사당동 252-22호,서울특별시 동작구 사당로 215 (사당동),"X :126.972347, Y :37.4846174"
284,대형슈퍼,이마트 에브리데이,서울특별시 동작구 대방동,126.929515,37.4998891,(주)이마트에브리데이 대방동점,서울특별시 동작구 대방동 335-17호,서울특별시 동작구 상도로 81 (대방동),"X :126.929515, Y :37.4998891"
285,대형할인마트,이마트,서울특별시 동작구 사당동,126.980205,37.4843758,(주)이마트 이수점,서울특별시 동작구 사당동 147-29호 이수자이,"서울특별시 동작구 사당로 300 (사당동, 이수자이)","X :126.980205, Y :37.4843758"
286,대형슈퍼,이마트 에브리데이,서울특별시 동작구 상도동,126.943737,37.5059607,(주)이마트에브리데이 상도동점,서울특별시 동작구 상도동 527번지,서울특별시 동작구 상도로31길 19 (상도동),"X :126.943737, Y :37.5059607"
287,대형슈퍼,이마트 에브리데이,서울특별시 동작구 사당동,126.974572,37.4910331,(주)이마트에브리데이 사당동점,"서울특별시 동작구 사당동 105-신동아상가 제1층 101~105, 110호","서울특별시 동작구 동작대로29길 110 (사당동, 신동아아파트)","X :126.974572, Y :37.4910331"
288,대형할인마트,홈플러스,서울특별시 동작구 대방동,126.926042,37.5123839,(주)홈플러스 대방점,서울특별시 동작구 대방동 341-2호,서울특별시 동작구 노량진로 4 (대방동),"X :126.926042, Y :37.5123839"
289,대형슈퍼,홈플러스 익스프레스,서울특별시 동작구 상도동,126.950454,37.5075946,홈플러스 익스프레스 상도2점,서울특별시 동작구 상도동 414번지,서울특별시 동작구 만양로 26 (상도동),"X :126.950454, Y :37.5075946"
290,대형슈퍼,홈플러스 익스프레스,서울특별시 동작구 상도동,126.943563,37.4968064,홈플러스 익스프레스 상도3점,서울특별시 동작구 상도동 530번지,서울특별시 동작구  양녕로  170 (상도동),"X :126.943563, Y :37.4968064"
291,대형슈퍼,GS슈퍼,서울특별시 동작구 상도동,126.950858,37.4953952,(주)지에스리테일 상도 엠코타운점,서울특별시 동작구 상도동 531-상가동 지상1층 101~105호,"서울특별시 동작구 상도로 346-1 (상도동, 상도엠코타운 센트럴파크)","X :126.950858, Y :37.4953952"
292,대형슈퍼,롯데슈퍼,서울특별시 동작구 신대방동,126.911664,37.4947052,롯대슈펴 신대방점,서울특별시 동작구 신대방동 707,"서울특별시 동작구 여의대방로 30, A동 101호 (신대방동, 현대상가)","X :126.911664, Y :37.4947052"
293,지역시장,신림중앙시장,서울특별시 관악구 신림동,126.911474,37.4831542,신림중앙시장,서울특별시 관악구 신림동 541,서울특별시 관악구 조원로16길 27 (신림동),"X :126.911474, Y :37.4831542"
294,지역시장,우림시장,서울특별시 관악구 신림동,126.920409,37.4703304,우림시장,서울특별시 관악구 신림동 637-1,서울특별시 관악구 난곡로26길 4 (신림동),"X :126.920409, Y :37.4703304"
295,지역시장,원당종합시장,서울특별시 관악구 봉천동,126.965874,37.4743893,원당종합시장,서울특별시 관악구 봉천동 1638-20호,서울특별시 관악구 남부순환로248길 35 (봉천동),"X :126.965874, Y :37.4743893"
296,대형슈퍼,홈플러스 익스프레스,서울특별시 관악구 중앙동,126.947336,37.4861403,홈플러스 익스프레스 봉천점,서울특별시 관악구 중앙동 463-4호 메카플러스 지하1층,서울특별시 관악구 양녕로 46 (봉천동),"X :126.947336, Y :37.4861403"
297,대형슈퍼,이마트 에브리데이,서울특별시 관악구 은천동,126.941276,37.4862185,(주)이마트에브리데이 봉천동점,서울특별시 관악구 은천동 937-6호 동영빌딩 1층,서울특별시 관악구 은천로 51 (봉천동),"X :126.941276, Y :37.4862185"
298,대형할인마트,홈플러스,서울특별시 관악구 남현동,126.982391,37.4714648,홈플러스 서울남현점,서울특별시 관악구 남현동 산 69-51호,서울특별시 관악구 과천대로 909 (남현동),"X :126.982391, Y :37.4714648"
299,대형슈퍼,GS슈퍼,서울특별시 관악구 봉천동,126.949127,37.4794377,(주)지에스리테일 관악점,서울특별시 관악구 봉천동 1567-1호,서울특별시 관악구 쑥고개로 111 (봉천동),"X :126.949127, Y :37.4794377"
300,대형슈퍼,GS슈퍼,서울특별시 관악구 봉천동,126.961,37.4769826,(주)지에스리테일 낙성대점,서울특별시 관악구 봉천동 1629-2호,서울특별시 관악구 봉천로 576 (봉천동),"X :126.961000, Y :37.4769826"
301,지역시장,봉일시장,서울특별시 관악구 봉천동,126.938427,37.4858566,봉일시장,서울특별시 관악구 봉천동 951-25호,서울특별시관악구 은천로 28 봉일프라자,"X :126.938427, Y :37.4858566"
302,지역시장,봉천현대시장,서울특별시 관악구 봉천동,126.946669,37.4862301,봉천현대시장,서울특별시 관악구 봉천동 502-4호,서울특별시 관악구 양녕로 49 (봉천동),"X :126.946669, Y :37.4862301"
303,지역시장,관악종합시장,서울특별시 관악구 신림동,126.927949,37.4816339,관악종합시장,서울특별시 관악구 신림동 1602-1,서울특별시 관악구 신원로 23,"X :126.927949, Y :37.4816339"
304,대형슈퍼,롯데슈퍼,서울특별시 서초구 방배본동,126.985551,37.4968736,롯데쇼핑(주)롯데슈퍼 방배점,서울특별시 서초구 방배본동 755-5호,서울특별시 서초구 방배중앙로 198 (방배동),"X :126.985551, Y :37.4968736"
305,지역시장,이수시장,서울특별시 서초구 방배동,126.989284,37.4912518,이수시장,서울특별시 서초구 방배동 816-1,서울특별시 서초구 방배로33길 29 (방배동),"X :126.989284, Y :37.4912518"
306,대형할인마트,코스트코,서울특별시 서초구 양재동,127.036083,37.4620097,코스트코코리아,서울특별시 서초구 양재동 217-6,서울특별시 서초구 양재대로 159 (양재동),"X :127.036083, Y :37.4620097"
307,대형할인마트,이마트,서울특별시 서초구 양재동,127.036083,37.4620097,(주)이마트 양재점,서울특별시 서초구 양재동 215호 하이브랜드 지하1층,"서울특별시 서초구 매헌로 16 (양재동,하이브랜드 지하1층)","X :127.036083, Y :37.4620097"
308,대형슈퍼,홈플러스 익스프레스,서울특별시 강남구 도곡동,127.04334,37.4827485,홈플러스익스프레스 도곡2점,서울특별시 강남구 도곡동 518-8 유진빌딩,"서울특별시 강남구 논현로28길 9, 유진빌딩 (도곡동)","X :127.043340, Y :37.4827485"
309,종합쇼핑몰,도심공항몰,서울특별시 강남구 삼성동,127.059258,37.5095736,도심공항몰(CALT MALL),서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길 22-0 (삼성동),"X :127.059258, Y :37.5095736"
310,대형할인마트,노브랜드,서울특별시 강남구 삼성동,127.051164,37.5164339,노브랜드 삼성점,서울특별시 강남구 삼성동 21-1 삼광빌딩 1층,"서울특별시 강남구 삼성로 633, 1층 (삼성동, 삼광빌딩)","X :127.051164, Y :37.5164339"
311,종합쇼핑몰,파르나스몰,서울특별시 강남구 삼성동,127.060875,37.5090322,파르나스몰(PARNAS MALL),서울특별시 강남구 삼성동 159-8호 그랜드인터콘티넨탈호텔(지하1층),서울특별시 강남구 테헤란로 521 (삼성동),"X :127.060875, Y :37.5090322"
312,종합쇼핑몰,코엑스몰,서울특별시 강남구 삼성동,127.058796,37.512502,코엑스 몰,서울특별시 강남구 삼성동 159-1호 외,서울특별시 강남구 영동대로 513 (삼성동),"X :127.058796, Y :37.5125020"
313,지역시장,남서울종합시장,서울특별시 강남구 대치동,127.059483,37.4934996,남서울종합시장,서울특별시 강남구 대치동 623번지,서울특별시 강남구 남부순환로 2921 (대치동),"X :127.059483, Y :37.4934996"
